workload,tokens_per_rank,retained_context_C,row_macrobatch_size,new_selected_path,old_default_fwd_config,old_default_fwd_latency_ms,old_default_fwd_derived_aggregate_useful_gbps,old_default_fwd_derived_per_gpu_useful_gbps,old_default_bwd_config,old_default_bwd_latency_ms,old_default_bwd_derived_aggregate_useful_gbps,old_default_bwd_derived_per_gpu_useful_gbps,old_default_fwd_bwd_config,old_default_fwd_bwd_latency_ms,old_default_fwd_bwd_derived_aggregate_useful_gbps,old_default_fwd_bwd_derived_per_gpu_useful_gbps,old_tuned_fwd_config,old_tuned_fwd_latency_ms,old_tuned_fwd_derived_aggregate_useful_gbps,old_tuned_fwd_derived_per_gpu_useful_gbps,old_tuned_bwd_config,old_tuned_bwd_latency_ms,old_tuned_bwd_derived_aggregate_useful_gbps,old_tuned_bwd_derived_per_gpu_useful_gbps,old_tuned_fwd_bwd_config,old_tuned_fwd_bwd_latency_ms,old_tuned_fwd_bwd_derived_aggregate_useful_gbps,old_tuned_fwd_bwd_derived_per_gpu_useful_gbps,new_selected_fwd_config,new_selected_fwd_latency_ms,new_selected_fwd_derived_aggregate_useful_gbps,new_selected_fwd_derived_per_gpu_useful_gbps,new_selected_bwd_config,new_selected_bwd_latency_ms,new_selected_bwd_derived_aggregate_useful_gbps,new_selected_bwd_derived_per_gpu_useful_gbps,new_selected_fwd_bwd_config,new_selected_fwd_bwd_latency_ms,new_selected_fwd_bwd_derived_aggregate_useful_gbps,new_selected_fwd_bwd_derived_per_gpu_useful_gbps,new_vs_old_default_fwd_speedup_x,new_vs_old_default_fwd_paired_median_delta_percent,new_vs_old_default_fwd_paired_p90_delta_percent,new_vs_old_default_fwd_stable_win,new_vs_old_default_bwd_speedup_x,new_vs_old_default_bwd_paired_median_delta_percent,new_vs_old_default_bwd_paired_p90_delta_percent,new_vs_old_default_bwd_stable_win,new_vs_old_default_fwd_bwd_speedup_x,new_vs_old_default_fwd_bwd_paired_median_delta_percent,new_vs_old_default_fwd_bwd_paired_p90_delta_percent,new_vs_old_default_fwd_bwd_stable_win,new_vs_old_tuned_fwd_speedup_x,new_vs_old_tuned_fwd_paired_median_delta_percent,new_vs_old_tuned_fwd_paired_p90_delta_percent,new_vs_old_tuned_fwd_stable_win,new_vs_old_tuned_bwd_speedup_x,new_vs_old_tuned_bwd_paired_median_delta_percent,new_vs_old_tuned_bwd_paired_p90_delta_percent,new_vs_old_tuned_bwd_stable_win,new_vs_old_tuned_fwd_bwd_speedup_x,new_vs_old_tuned_fwd_bwd_paired_median_delta_percent,new_vs_old_tuned_fwd_bwd_paired_p90_delta_percent,new_vs_old_tuned_fwd_bwd_stable_win
100k,102400,1036288,12288,ep8_full_context_fine,F kernelB=12288 mini/SM=4096/40,37.428720474243164,3137.0680700880744,392.1335087610093,B ringB=12288 mini/SM=4096/28,147.86439514160156,794.4696628251977,99.30870785314971,F kernelB=12288 mini/SM=4096/40; B ringB=12288 mini/SM=4096/28,185.28153228759766,1267.747611733903,158.4684514667379,F kernelB=12288 mini/SM=4096/52,34.337759017944336,3419.455644808974,427.43195560112173,B ringB=12288 mini/SM=4096/48,133.5223846435547,879.8058577638699,109.97573222048374,F kernelB=12288 mini/SM=4096/52; B ringB=12288 mini/SM=4096/48,167.80777740478516,1399.7576494288396,174.96970617860495,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52,31.011263847351074,3786.251488554843,473.2814360693554,path=ep8_full_context_fine; B ringB=12288 mini/SM=4096/52,61.38041687011719,1913.8640977394803,239.23301221743503,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52; B ringB=12288 mini/SM=4096/52,92.32281494140625,2544.2272335941643,318.02840419927054,1.206939538436137,-17.147169163676107,-16.39168793283214,True,2.408983234090558,-58.48976266204397,-58.338137785224575,True,2.0068878142980013,-50.15074658338435,-50.034093695622744,True,1.1072673202539407,-9.708961668560562,-8.97164744741136,True,2.1753254776045603,-54.03083231565191,-53.79066474921542,True,1.8176198105667198,-44.965487995688235,-44.7473344217227,True
100k,102400,1036288,16384,ep8_full_context_fine,F kernelB=16384 mini/SM=4096/40,36.924367904663086,3179.91750616188,397.489688270235,B ringB=16384 mini/SM=4096/28,136.52970123291016,860.4265232485782,107.55331540607227,F kernelB=16384 mini/SM=4096/40; B ringB=16384 mini/SM=4096/28,173.4215850830078,1354.4462757826275,169.30578447282844,F kernelB=16384 mini/SM=4096/52,33.67115020751953,3487.152745907036,435.8940932383795,B ringB=16384 mini/SM=4096/52,121.16707229614258,969.5189784307419,121.18987230384273,F kernelB=16384 mini/SM=4096/52; B ringB=16384 mini/SM=4096/54,154.87076568603516,1516.6853409389469,189.58566761736836,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52,30.870736122131348,3803.487012407965,475.4358765509956,path=ep8_full_context_fine; B ringB=16384 mini/SM=4096/56,58.26436805725098,2016.219862482151,252.02748281026888,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52; B ringB=16384 mini/SM=4096/52,88.96971130371094,2640.1144458496483,330.01430573120604,1.1960961267195656,-16.50746235231549,-15.6288337525834,True,2.3432795340499553,-57.31253838495752,-56.92930517220566,True,1.949220499221451,-48.71077824826834,-48.17889668893011,True,1.0907141985312283,-8.205158264358232,-7.058763215260909,True,2.0796084525808802,-51.889271405904026,-51.55693815130225,True,1.7407133665676566,-42.59970042789749,-42.07016289299725,True
100k,102400,1036288,20480,ep8_full_context_fine,F kernelB=20480 mini/SM=4096/40,36.912527084350586,3180.9375618116323,397.61719522645404,B ringB=20480 mini/SM=4096/28,129.5902557373047,906.501615292231,113.31270191152888,F kernelB=20480 mini/SM=4096/40; B ringB=20480 mini/SM=4096/28,166.19670867919922,1413.3265449281325,176.66581811601657,F kernelB=20480 mini/SM=4096/52,33.143728256225586,3542.6444181621287,442.8305522702661,B ringB=20480 mini/SM=4096/56,113.49478530883789,1035.058798801501,129.38234985018764,F kernelB=20480 mini/SM=4096/52; B ringB=20480 mini/SM=4096/58,146.89230346679688,1599.0641749933068,199.88302187416335,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52,31.012288093566895,3786.1264396146425,473.2658049518303,path=ep8_full_context_fine; B ringB=20480 mini/SM=4096/58,54.63944053649902,2149.981313837351,268.7476642296689,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52; B ringB=20480 mini/SM=4096/58,85.27667236328125,2754.4487084974476,344.30608856218095,1.1902548748735382,-15.8563417457034,-15.064371670379996,True,2.371734674895485,-57.8687294793333,-57.53229209336494,True,1.94891174893875,-48.679166321575735,-48.25985838685712,True,1.06872889082637,-6.369642320868641,-5.789007799031431,True,2.0771586274391596,-51.87608695411572,-51.43885877516482,True,1.7225379391099027,-41.92632211790561,-41.438268686794245,True
100k,102400,1036288,28672,ep8_full_context_fine,F kernelB=28672 mini/SM=4096/40,36.58070373535156,3209.791827775277,401.2239784719096,B ringB=28672 mini/SM=4096/28,120.82894515991211,972.2320756547888,121.5290094568486,F kernelB=28672 mini/SM=4096/40; B ringB=28672 mini/SM=4096/28,157.3969955444336,1492.3424633584564,186.54280791980705,F kernelB=28672 mini/SM=4096/52,32.78126335144043,3581.8157050631376,447.7269631328922,B ringB=28672 mini/SM=4096/56,103.10926055908203,1139.3135351279825,142.4141918909978,F kernelB=28672 mini/SM=4096/52; B ringB=28672 mini/SM=4096/56,135.78700256347656,1729.8431780773385,216.2303972596673,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52,31.095760345458984,3775.963108782664,471.995388597833,path=ep8_full_context_fine; B ringB=28672 mini/SM=4096/60,49.69248008728027,2364.0151577395236,295.50189471744045,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=45056/52; B ringB=28672 mini/SM=4096/58,80.45678329467773,2919.4582537024958,364.93228171281197,1.1763887851256083,-15.116336796671114,-14.145046330254575,True,2.4315338044647232,-58.92013566777386,-58.518156261576294,True,1.956292423075849,-48.86672121734449,-48.51199494314298,True,1.054203627351649,-5.284772258956011,-3.674823653483311,True,2.074946961350693,-51.78097937425839,-51.480984084457596,True,1.6877011111188551,-40.75676988974861,-40.114781398453,True
100k,102400,1036288,32768,ep8_full_context_fine,F kernelB=32768 mini/SM=4096/40,36.89102554321289,3182.791537374378,397.84894217179726,B ringB=32768 mini/SM=4096/28,118.62812805175781,990.2691552272142,123.78364440340178,F kernelB=32768 mini/SM=4096/40; B ringB=32768 mini/SM=4096/28,155.31877899169922,1512.3104983239236,189.03881229049045,F kernelB=32768 mini/SM=4096/52,32.527360916137695,3609.7746818970045,451.22183523712556,B ringB=32768 mini/SM=4096/60,100.1612663269043,1172.846355282605,146.60579441032561,F kernelB=32768 mini/SM=4096/52; B ringB=32768 mini/SM=4096/60,132.6688461303711,1770.5002109174745,221.31252636468432,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52,31.00811195373535,3786.6363511324844,473.32954389156055,path=ep8_full_context_fine; B ringB=32768 mini/SM=4096/58,49.39753723144531,2378.1302213831614,297.26627767289517,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=45056/52; B ringB=32768 mini/SM=4096/56,80.93387222290039,2902.248633416274,362.78107917703426,1.1897217604946393,-15.76589238527021,-14.821988092404553,True,2.401498833756472,-58.32210196526654,-58.011181113269046,True,1.9190825142276027,-47.966316151072846,-47.710031746610966,True,1.0489952101781976,-4.59304640032453,-3.3710126106806886,True,2.027657084554895,-50.68674341391759,-50.077873412761654,True,1.639225240144042,-39.0559065235189,-38.60697877640475,True
100k,102400,1036288,36864,ep8_full_context_fine,F kernelB=36864 mini/SM=4096/40,36.657087326049805,3203.103477906707,400.3879347383384,B ringB=36864 mini/SM=4096/28,116.0652961730957,1012.1352378819913,126.51690473524891,F kernelB=36864 mini/SM=4096/40; B ringB=36864 mini/SM=4096/28,152.62257385253906,1539.0267253843217,192.3783406730402,F kernelB=36864 mini/SM=4096/52,32.83247947692871,3576.2283499334308,447.02854374167885,B ringB=36864 mini/SM=4096/56,97.7623062133789,1201.6264826608965,150.20331033261206,F kernelB=36864 mini/SM=4096/52; B ringB=36864 mini/SM=4096/56,130.5376968383789,1799.4052733044757,224.92565916305946,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52,31.05892848968506,3780.4409106706635,472.55511383383293,path=ep8_full_context_fine; B ringB=36864 mini/SM=4096/62,49.715200424194336,2362.9347794971445,295.36684743714306,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52; B ringB=36864 mini/SM=4096/62,80.7823486328125,2907.692386163075,363.46154827038436,1.1802431412990935,-15.271240156950405,-14.23994291874253,True,2.3346038069397284,-57.13373742149142,-56.61373303266175,True,1.8893059738367919,-47.08160053997756,-46.790430268701854,True,1.0571027744190422,-5.330575322492232,-4.6427115808849235,True,1.9664469896374395,-49.021410103222024,-48.4606939374062,True,1.6159185644839815,-38.10835352363851,-37.73844561136815,True
100k,102400,1036288,61440,ep8_full_context_fine,F kernelB=61440 mini/SM=4096/40,36.49432182312012,3217.389392056426,402.17367400705325,B ringB=61440 mini/SM=4096/28,108.86820602416992,1079.0457603932553,134.8807200491569,F kernelB=61440 mini/SM=4096/40; B ringB=61440 mini/SM=4096/28,145.73617553710938,1611.7495823553363,201.46869779441704,F kernelB=61440 mini/SM=4096/52,32.06601524353027,3661.709851138746,457.7137313923433,B ringB=61440 mini/SM=15360/60,87.96139526367188,1335.5151518443088,166.9393939805386,F kernelB=61440 mini/SM=4096/52; B ringB=61440 mini/SM=15360/60,120.30611419677734,1952.4379257383748,244.05474071729685,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52,30.812687873840332,3810.6524294391534,476.33155367989417,path=ep8_full_context_fine; B ringB=61440 mini/SM=15360/62,43.924800872802734,2674.4293387277976,334.3036673409747,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=45056/52; B ringB=61440 mini/SM=15360/62,75.15342330932617,3125.4759891536605,390.68449864420757,1.1843926752687952,-15.654746912667854,-14.110079300018947,True,2.478513365135793,-59.616636979348215,-59.26212143843234,True,1.9391821306298929,-48.52557572723968,-47.9778315791646,True,1.040675690962813,-4.045191186902574,-2.049087928668426,True,2.0025451115507646,-50.02427742712126,-49.32859479569135,True,1.600806841514137,-37.47707175099279,-36.45969263903659,True
100k,102400,1036288,65536,ep8_full_context_fine,F kernelB=65536 mini/SM=4096/40,36.58142280578613,3209.7287338268343,401.2160917283543,B ringB=65536 mini/SM=4096/28,107.96334457397461,1088.089449391863,136.01118117398286,F kernelB=65536 mini/SM=4096/40; B ringB=65536 mini/SM=4096/28,144.9046859741211,1620.9980959342452,202.62476199178064,F kernelB=65536 mini/SM=4096/52,32.05833625793457,3662.5869464744587,457.82336830930734,B ringB=65536 mini/SM=16384/62,86.94250869750977,1351.1661661468106,168.89577076835133,F kernelB=65536 mini/SM=4096/50; B ringB=65536 mini/SM=16384/62,119.42806243896484,1966.7925214481604,245.84906518102005,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52,31.035264015197754,3783.3235073013066,472.9154384126633,path=ep8_full_context_fine; B ringB=65536 mini/SM=16384/62,43.6856803894043,2689.0682508516584,336.1335313564573,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52; B ringB=65536 mini/SM=16384/60,75.59936141967773,3107.0397374396407,388.3799671799551,1.1787050623404545,-15.460650551440448,-14.058979239889277,True,2.4713669012732256,-59.692548378779094,-58.617901900778904,True,1.916744840868509,-47.94162838627966,-47.449611881944875,True,1.0329648313040232,-3.6401164492877225,-2.0260476579881024,True,1.9901832344723458,-49.72177012516394,-48.559064460292475,True,1.579749619523624,-36.85994421002516,-35.75685878817719,True
100k,102400,1036288,69632,ep8_full_context_fine,F kernelB=69632 mini/SM=4096/40,36.48151969909668,3218.5184409109843,402.31480511387304,B ringB=69632 mini/SM=4096/28,107.36395263671875,1094.1640398569275,136.77050498211594,F kernelB=69632 mini/SM=4096/40; B ringB=69632 mini/SM=4096/28,144.10739135742188,1629.9664982028182,203.74581227535228,F kernelB=69632 mini/SM=4096/52,32.03215980529785,3665.5799864166606,458.1974983020826,B ringB=69632 mini/SM=17408/58,86.60173034667969,1356.4830134656074,169.56037668320093,F kernelB=69632 mini/SM=4096/52; B ringB=69632 mini/SM=17408/58,119.09168243408203,1972.3478185473882,246.54347731842353,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52,31.06870460510254,3779.2513526526695,472.4064190815837,path=ep8_full_context_fine; B ringB=69632 mini/SM=17408/62,44.030799865722656,2667.9909633767893,333.49887042209866,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=45056/52; B ringB=69632 mini/SM=17408/60,75.60808181762695,3106.681381265232,388.335172658154,1.1742208168249528,-14.982870480411453,-14.025648279696593,True,2.4383829720136436,-59.09782347717053,-58.805839433793366,True,1.9059786717644949,-47.467627334190105,-47.188252885334386,True,1.0310104721919138,-3.365171116021992,-2.262296527617656,True,1.9668443591936173,-49.192319734131075,-48.62497148163825,True,1.5751184208235989,-36.4529920860644,-35.66449037797676,True
100k,102400,1036288,126976,ep8_full_context_fine,F kernelB=126976 mini/SM=4096/40,37.615983963012695,3121.4508178080373,390.18135222600466,B ringB=126976 mini/SM=4096/28,100.29630661010742,1171.2672193271123,146.40840241588904,F kernelB=126976 mini/SM=4096/40; B ringB=126976 mini/SM=4096/28,138.58863830566406,1694.8735692022462,211.85919615028078,F kernelB=126976 mini/SM=4096/52,32.397199630737305,3624.277568503158,453.03469606289474,B ringB=126976 mini/SM=15872/58,79.31084823608398,1481.1816890712948,185.14771113391186,F kernelB=126976 mini/SM=4096/52; B ringB=126976 mini/SM=15872/62,111.75313568115234,2101.8669286039126,262.7333660754891,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52,30.953920364379883,3793.2656840170903,474.1582105021363,path=ep8_full_context_fine; B ringB=126976 mini/SM=31744/60,42.76942443847656,2746.676573143625,343.3345716429531,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=45056/52; B ringB=126976 mini/SM=31744/58,74.40118408203125,3157.0763685295797,394.63454606619746,1.2152251966862058,-17.489814138505555,-16.64898724055735,True,2.345046909723622,-57.33782866854515,-56.321773315563796,True,1.862720869507436,-46.09629362665372,-45.75704045086262,True,1.0466267034794814,-4.431655068240331,-2.9449399288494558,True,1.8543819393728793,-46.01153288251675,-44.85959258914606,True,1.5020343702855399,-33.34805565578018,-32.52345180688512,True
100k,102400,1036288,131072,ep8_full_context_fine,F kernelB=131072 mini/SM=4096/40,35.86303901672363,3274.0238173693656,409.2529771711707,B ringB=131072 mini/SM=4096/28,99.71995162963867,1178.0368344772096,147.2546043096512,F kernelB=131072 mini/SM=4096/40; B ringB=131072 mini/SM=4096/28,136.2431640625,1724.0514169815285,215.50642712269106,F kernelB=131072 mini/SM=4096/52,31.38811206817627,3740.7934459061016,467.5991807382627,B ringB=131072 mini/SM=16384/58,77.86788940429688,1508.6292572033885,188.57865715042357,F kernelB=131072 mini/SM=4096/52; B ringB=131072 mini/SM=16384/58,109.24179077148438,2150.1864661606583,268.7733082700823,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52,31.080960273742676,3777.7611396129837,472.22014245162296,path=ep8_full_context_fine; B ringB=131072 mini/SM=32768/62,42.77657508850098,2746.2174311280664,343.2771788910083,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52; B ringB=131072 mini/SM=16384/58,74.3391342163086,3159.711537297801,394.9639421622251,1.1538587836689485,-13.734277274705764,-12.39090174334503,True,2.3311812931102325,-57.214071759587725,-56.38050783014136,True,1.8327246543666478,-45.22386006236489,-44.91971002412284,True,1.0098823135362738,-1.2932389036698189,-0.46175901582606066,True,1.8203395022438111,-45.04596214547406,-44.06179108349687,True,1.4695058252039583,-31.920128680828785,-30.751147331465273,True
100k,102400,1036288,135168,ep8_full_context_fine,F kernelB=135168 mini/SM=4096/40,36.26705551147461,3237.5510569599555,404.69388211999444,B ringB=135168 mini/SM=4096/28,99.22820663452148,1183.8748289050593,147.9843536131324,F kernelB=135168 mini/SM=4096/40; B ringB=135168 mini/SM=4096/28,136.42750549316406,1721.7218713111308,215.21523391389135,F kernelB=135168 mini/SM=4096/52,31.66971206665039,3707.5311470117445,463.44139337646806,B ringB=135168 mini/SM=16896/58,77.94073867797852,1507.2191788861144,188.4023973607643,F kernelB=135168 mini/SM=16896/52; B ringB=135168 mini/SM=16896/58,109.67708969116211,2141.652561327288,267.706570165911,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52,31.004143714904785,3787.12100497566,473.3901256219575,path=ep8_full_context_fine; B ringB=135168 mini/SM=45056/60,42.48809623718262,2764.8632571396583,345.6079071424573,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=45056/52; B ringB=135168 mini/SM=45056/62,74.23542404174805,3164.125794228695,395.5157242785869,1.1697486582749828,-14.221648789935394,-13.607636849286603,True,2.335435461278302,-57.14815425823815,-55.39627661083995,True,1.8377682522085526,-45.72390091742079,-45.03857103595958,True,1.0214670773644248,-1.9853906068898308,-0.4857840073063723,True,1.834413531801649,-45.41972319648873,-43.22216241384146,True,1.4774225527355054,-32.38235695710564,-31.68031028159227,True
100k,102400,1036288,163840,ep8_full_context_fine,F kernelB=163840 mini/SM=4096/40,36.93721580505371,3178.811432992067,397.35142912400835,B ringB=163840 mini/SM=4096/28,97.59212875366211,1203.7218334331276,150.46522917914095,F kernelB=163840 mini/SM=4096/40; B ringB=163840 mini/SM=4096/28,135.48489379882812,1733.7004404695608,216.7125550586951,F kernelB=163840 mini/SM=4096/52,32.1976318359375,3646.74161448561,455.84270181070127,B ringB=163840 mini/SM=16384/58,76.31059265136719,1539.4163781257873,192.42704726572342,F kernelB=163840 mini/SM=16384/52; B ringB=163840 mini/SM=16384/58,108.66019058227539,2161.6952703404813,270.21190879256017,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52,30.967280387878418,3791.629178710848,473.953647338856,path=ep8_full_context_fine; B ringB=163840 mini/SM=40960/60,42.47175979614258,2765.9267408709857,345.7408426088732,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52; B ringB=163840 mini/SM=40960/60,73.22574615478516,3207.7545452317713,400.9693181539714,1.1927820377637075,-16.049978539862696,-15.040638962111657,True,2.2978122220997714,-56.815549270287164,-56.04342944836094,True,1.850235756047321,-45.722024705011194,-45.163132970087005,True,1.039730690995412,-3.762445835727096,-2.9332837686889066,True,1.7967372441746094,-44.55039192424711,-43.510784701070726,True,1.4839069082695127,-32.472767371818634,-31.234639377325188,True
100k,102400,1036288,196608,ep8_full_context_fine,F kernelB=196608 mini/SM=4096/40,37.0369930267334,3170.2477525442873,396.2809690680359,B ringB=196608 mini/SM=4096/28,95.96004867553711,1224.194628633482,153.02432857918524,F kernelB=196608 mini/SM=4096/40; B ringB=196608 mini/SM=4096/28,133.7041778564453,1756.7904296019494,219.59880370024368,F kernelB=196608 mini/SM=4096/52,32.231937408447266,3642.860260495163,455.35753256189537,B ringB=196608 mini/SM=16384/60,74.34607696533203,1580.0938119005075,197.51172648756344,F kernelB=196608 mini/SM=4096/52; B ringB=196608 mini/SM=16384/62,106.61265563964844,2203.21141656888,275.40142707111,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52,31.03435230255127,3783.434652004883,472.9293315006104,path=ep8_full_context_fine; B ringB=196608 mini/SM=49152/58,42.16604804992676,2785.9802278104185,348.2475284763023,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52; B ringB=196608 mini/SM=49152/58,73.52935791015625,3194.509332490115,399.31366656126437,1.1934192363888536,-16.471375556292873,-15.278930163405638,True,2.2757657668538323,-56.17285033616001,-55.1228071508394,True,1.818378150667591,-44.8155166575119,-44.18326967574656,True,1.0385890156243907,-3.983261818828221,-2.439181749654312,True,1.763173937412927,-43.33724110039361,-41.8003501843064,True,1.449933178661996,-30.9693818622113,-29.592978277602278,True
100k,102400,1036288,229376,ep8_full_context_fine,F kernelB=229376 mini/SM=4096/40,36.37094497680664,3228.30336079734,403.5379200996675,B ringB=229376 mini/SM=4096/28,94.12553405761719,1248.054285461909,156.00678568273864,F kernelB=229376 mini/SM=4096/40; B ringB=229376 mini/SM=4096/28,131.11236572265625,1791.518433531025,223.93980419137813,F kernelB=229376 mini/SM=16384/52,31.629311561584473,3712.2668217226924,464.03335271533655,B ringB=229376 mini/SM=32768/58,73.19238662719727,1604.9999400941572,200.62499251176965,F kernelB=229376 mini/SM=4096/52; B ringB=229376 mini/SM=16384/58,103.50640106201172,2269.330376150118,283.66629701876474,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52,31.133312225341797,3771.408678079094,471.42608475988675,path=ep8_full_context_fine; B ringB=229376 mini/SM=32768/54,42.00920104980469,2796.3820595570733,349.54775744463416,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=45056/52; B ringB=229376 mini/SM=32768/54,73.11214447021484,3212.7387557574916,401.59234446968645,1.168232429416923,-14.385099575055776,-13.06789158033324,True,2.240593291598789,-55.727455123541006,-54.7947742581335,True,1.7933048835145318,-44.354792214608636,-43.89571880274687,True,1.0159314669975572,-1.5807529043879054,0.3388012971684785,False,1.7422941831343768,-42.6336634962781,-41.676849578748346,True,1.415721038030545,-29.366494192176575,-28.209463371129683,True
100k,102400,1036288,258048,ep8_full_context_fine,F kernelB=258048 mini/SM=4096/40,37.573089599609375,3125.014342850866,390.62679285635824,B ringB=258048 mini/SM=4096/28,92.28796768188477,1272.9045736160356,159.11307170200445,F kernelB=258048 mini/SM=4096/40; B ringB=258048 mini/SM=4096/28,130.82666778564453,1795.4307331350853,224.42884164188567,F kernelB=258048 mini/SM=4096/52,33.71879959106445,3482.2249109697127,435.2781138712141,B ringB=258048 mini/SM=16128/54,70.97198486328125,1655.2133405638676,206.90166757048345,F kernelB=258048 mini/SM=4096/52; B ringB=258048 mini/SM=43008/58,104.6005744934082,2245.592064800777,280.6990081000971,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52,31.103952407836914,3774.9686073470166,471.8710759183771,path=ep8_full_context_fine; B ringB=258048 mini/SM=43008/54,41.056640625,2861.2612810914798,357.65766013643497,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=45056/52; B ringB=258048 mini/SM=43008/54,72.66134643554688,3232.6708983345875,404.08386229182344,1.207984410050168,-17.194471166626762,-16.38562183404691,True,2.2478207246622426,-55.51898043772374,-54.588920225397345,True,1.800498809937307,-44.55645876747252,-43.943045790143415,True,1.0840680036074357,-7.867251039579443,-7.174897855357091,True,1.7286359473859474,-42.05736013017903,-40.41264501524597,True,1.4395628435841403,-30.56339137789142,-29.420089972060588,True
100k,102400,1036288,262144,ep8_full_context_fine,F kernelB=262144 mini/SM=4096/40,36.56550407409668,3211.126083919593,401.3907604899491,B ringB=262144 mini/SM=4096/28,92.1095199584961,1275.3706262385567,159.4213282798196,F kernelB=262144 mini/SM=4096/40; B ringB=262144 mini/SM=4096/28,129.67862701416016,1811.3256244635545,226.4157030579443,F kernelB=262144 mini/SM=32768/52,30.50496006011963,3849.093513730027,481.1366892162534,B ringB=262144 mini/SM=16384/58,70.4970703125,1666.3639443633795,208.29549304542243,F kernelB=262144 mini/SM=32768/50; B ringB=262144 mini/SM=32768/62,101.40328216552734,2316.396619909926,289.54957748874074,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52,31.053824424743652,3781.0622710432635,472.63278388040794,path=ep8_full_context_fine; B ringB=262144 mini/SM=32768/56,41.45025634765625,2834.0904617503625,354.2613077187953,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52; B ringB=262144 mini/SM=32768/54,72.86283111572266,3223.7317224599906,402.9664653074988,1.1774879504039872,-14.86081012616756,-14.286205413948597,True,2.2221700919276537,-55.166108634137146,-54.15695402992121,True,1.7797637702026863,-43.57216027695587,-43.1337083985493,True,0.9823253858488783,1.897986485185854,2.8828810488942134,False,1.700763192420791,-41.23030487620239,-40.233639935481754,True,1.391701099350312,-27.901662188117335,-26.219765732587746,True
100k,102400,1036288,516096,ep8_full_context_fine,F kernelB=516096 mini/SM=4096/40,37.40158462524414,3139.344096793962,392.41801209924523,B ringB=516096 mini/SM=4096/28,81.7988510131836,1436.1299052118304,179.5162381514788,F kernelB=516096 mini/SM=4096/40; B ringB=516096 mini/SM=4096/28,120.89896011352539,1942.8638578482035,242.85798223102543,F kernelB=516096 mini/SM=43008/52,32.83531188964844,3575.9198602592337,446.9899825324042,B ringB=516096 mini/SM=43008/52,61.41111946105957,1912.9072582122433,239.1134072765304,F kernelB=516096 mini/SM=43008/52; B ringB=516096 mini/SM=16128/50,94.51051330566406,2485.3342960515156,310.66678700643945,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52,30.933504104614258,3795.7692574015673,474.4711571751959,path=ep8_full_context_fine; B ringB=516096 mini/SM=86016/54,41.05660820007324,2861.2635408053616,357.6579426006702,path=ep8_full_context_fine; F kernelB=1036288 mini/SM=94208/52; B ringB=516096 mini/SM=43008/52,72.12495803833008,3256.712051481125,407.0890064351406,1.209096276282035,-17.506845066540055,-16.646200659358783,True,1.9923431232937958,-49.81321429764371,-49.13691688808807,True,1.6762430565196982,-40.030721572613345,-39.25615131737042,True,1.0614805157088716,-5.827503467333845,-4.610496589968112,True,1.4957669947258336,-33.01477181265291,-31.36555441163892,True,1.3103718307251895,-23.76461796674179,-21.566182629936314,True
